rating,text
negative, Ordered a delivery when it arrived order was wrong the girl on the phone was just pure rude also ordered a chicken shish and salad and I bet there was not even a full chicken brest and that was 6 rip off 
negative, We had just been to the science museum and decided to walk down to South Kensington to get a drink we were lured in by the best bar awards plastered all over the outside of this pub Don t be fooled I do not know how these awards were achieved For 11 a cocktail you would expect fresh fruit and actually be able to taste the alcohol even at that it would be expensive I m pretty sure the bar man poured a fruit shoot into my thimble sized glass   horrible and sickly Will not be returning 
negative, Went here for some food after the pictures and how sorry we were Greeted by staff who just didn t want to be there at all We waited about 40 minutes for food that when it came I wish they had turned the dial on the microwave down just one notch  I could see the chef in the kitchen ripping open the packets of the food to serve up to people Tasted awful Only saving grace was that I found a voucher online whilst sitting WAITING for my food which knocked 2 3 off the bill  
negative,Cheap - yes cheerful - not really quality - nope  This place is awful which is probably why you have to pay in cash before you see their offerings Whilst I ve been to cheap buffet all-you-can-eat style Chinese restaurants in the past they tend to offer something that will pass as food  Tepid dishwater soup that looks like it has been there for a week tasteless watered down sauces and battered thingies with more batter than thingy This has been done as cheap as possible compromising at every opportunity  I can only imagine that this place stays open through footfall from the train station rather than repeat custom as I can t believe anyone would return 
negative, Hadn t tried this restaurant before so went there today for lunch Arrived at 1215 to find outer door locked Went in via hotel reception only to be told that the restaurant was closed due to a heavy morning and people coming in late for breakfast  That is really not an acceptable excuse for an hotel We did not have time to wait around so went elsewhere 
negative, Food was very slow to come out when it did it was awful the mushrooms were swimming in juice but somehow were really chewy Sausages cremated the Bacon was extremely salty we were thirsty for hours  plates dirty a lady in front of me had to sort through 10 plates before finding one close enough to clean and had to use a napkin to clean it further  so as not to give a totally negative review the Yorkshire pudding was nice and crispy as advertised and the staff were polite and helpful 
negative,We were not allowed in to this establishment on a Wednesday evening because we were a party of 8 They were not full We had been for an excellent meal at Dejavu in Kendal and wanted a drink before setting off home We ended up in Ruskins bar where we had an excellent time They had an open mic night and the performers sang Happy Birthday and then improvised a personal song for our Birthday girl  Subsequently found out that my son and his wife and child had not been allowed in on a previous occasion Seems to be a very limited demographic Paloma s are after 
negative,As a family of 4 we decided to have a long walk around the stunning Woburn grounds and then head for some tea and cake afterwards We walked into this small and dated tea room and were placed in a corner table We had no menus and had to rummage around to find some There were electronic service buttons on the tables but they were obviously broken as we pressed them during our long wait for someone to come and serve us After about 10 mins a group of people came in and had the same unfriendly welcome that we had At this point we decided to move on What really annoyed me was the opening text in the menu that talked about the amazing atmosphere What a load of rubbish Woburn needs a normally priced tea room but this is not it 
negative, I went here with my girlfriend for tea and coffee As I stood at the bar I could see people getting alcohol to my left and hot drinks to the right I chose the que the the right The Irishman making the drinks had his back to me for 15 minuets He then turned round and shouted 4 cappuccinos to which I asked if I could place my order He replied I don t take the orders you need to go to the bar and join the line behind this lot With an attitude like this I m amazed Weatherspoons let this man loose with hot water because he is incapable of working a till or customer services Get rid of him 
negative,My wife and I popped in here last for a quick pizza for lunch but were sorry we did there were only an handful of people eating there so I would have expected a good service but we didn t get it The waiter appeared to be in a hurry and gave the impression that he was annoyed when we didn t order a starter We waited a while before our pizzas arrived and when they did they were burnt We didn t even bother to complain mostly because the waiter did his best to avoid us and also because we didn t have time to wait another 15 20 mins for another pizza Surely the person making the pizza should check them before they are served - not a difficult thing to do This is the first time I have left a restaurant without leaving a tip I have eaten here before when it was full without any issue 
negative, one of the worst restaurants I have ever been to The meat from the kebab is so fatty I ended up throwing it away Even the condiments added with it were disgusting Ended up going to woodys grill in acton instead and threw this rubbish away Oily and raw at the same time I kept on hearing a microwave ping sound and the staff were arguing 
negative, Ordered fish chips and peas Peas came in a thimble size container Fish portion not very big or nice chips were good but very few Not value for money 
negative, Dirty Rundown Poor Expensive Food Don t go ever it was so bad Greasy Burnt Poor Quality Food Bread was older than the wine it really was so stale it was unedable 
negative, 1 We ordered a set meal for 3 but received the same food as the table next to us who had a set meal for 2 - effectively we gave 13 for nothing 2 The waiters was literally taking our plates away as we finished - he later told us we had to leave we were only there for just over 30 minutes  3 He later insisted on a 6 service charge and again ordered us to leave The bill was non itemised so some people may ending up tipping twice The food was good and the manager agreed eventually to give us our service charge back We still paid 45+ for a very disappointing experience 
negative, I loved the 1980 s and last night I revisited it by eating at this place It s been many years since I ve eaten Indian food that s so bad To name just a few things NO TANDORI NO MIXED GRILL NO BOMBAY POTATO NO EGG FRIED RICE NO SHASHLICK NO CLAY OVEN NO KEEMA RICE OR NAAN NO DRAUGHT BEERS in fact I don t believe this was a real restaurant All food served on mismatched plates no service ware or skillets not even a plate for the naan s Just served together so we didn t know which was which on an old dirty straw mat covered with a towel someone call health and safety lol I could go on but in fairness it was so awful we actually had a good time we ended up laughing so much at how awful it was it made the night quite a experience So in all not sure where all there gleeming reviews come from Maybe themselves But if your enjoy authentic Indian cuisine this is not the place to go As one positive the service staff were very nice 
negative, I took a client there for a bite to eat at lunch time waited 10 minutes in single file at the bar & eventually ordered burgers with salad Waited another 45 minutes no food asked at the bar and was told it was just being plated up  Food turned up minutes later still The burgers were cold & stiff and looked as if they had been cooked the day before Late back to work Go somewhere else   
negative, The food was truly awful and while the waiting staff were concerned the manager didn t care at all The pizza was cold the prawns and mussels were tiny frozen and tasteless The linguini was very average Avoid this place Complete waste of money 
negative,From the claims made for it on its website I was expecting a good dining experience at Brasserie 103 but came away really disappointed The place lacks the sophistication claimed for it it noisy to the extent that conversation is nigh impossible and the service is desperately poor We waited 45 minutes for the starters and another 50 minutes for the main courses and the serving staff showed no interest in us or as to whether we enjoyed our meal or apologised for the delays The food is dreadfully mediocre and in no way matches the claims the Brasserie makes for itself and the prices are way out of line with the quality of the ingredients or the cooking  16 90 for a very poor dry Chicken Katsu Curry was pretty disgraceful 
negative, Awful food experience My wife had a steak pit that was dried up like it had been under a hot plate all day I order a Cumberland sausage with chump potatoes veg and Yorkshire pudding What arrived was a very average sausage chips and burnt Yorkshire pudding Refund was so instant it had a feeling of regularity about it Avoid Went to the Boot Inn the following night which was lovely 
negative, We celebrated our 25th wedding anniversary at the restaurant with family I advised the restaurant what the occasion was prior to the evening We arrived and sat at the table at the rear of the restaurant where a screen shields the kitchen and toilets but also restricts movement around the seats against the wall We were not offered a drink on arrival or indeed for 20 minutes  even after I had to rush to request a glass of water because my wife began choking on a breadstick We were eventually offered drinks which arrived but were incorrect We were then handed a menu   well 4 menu s between 9 people  We then asked for butter because our children wanted to eat this with the bread that arrived The butter came on a side plate along with just 3 side plates between 9 people Due to the occasion I reined in my initial concern and didn t mention anything The main courses arrived after we had to remind the staff that our glasses were all empty Due to the position of the table the staff couldn t circulate the table Thus most of the plates were passed over the heads of guests One plate arrived with a long blond hair hanging from a plate of pasta and was immediately sent back One meal didn t arrive at all until I complained The final meal was then passed across the heads of guests to my 11 year old daughter who had it placed in the palm of her hand The bottom of the plate was hot due to hot food being on it This resulted in her jerking to get the plate on to the table and knocking over her drink  something our young lady waitress thought was highly amusing  At this point I admit I lost it  As did my wife as the young waitress couldn t understand what the problem was and 2 senior staff attempted to placate me as I ranted about the disastrous evening What made matters worse was that the staff then tried to excuse the events by stating how am I supposed to get the plate to her then and sorry but the owner went on holiday yesterday  Eventually they apologised and gave us a complimentary bottle of wine and reduced the final bill but I have to say that I will never go back Neither will my family This was an occasion that we will only do once and I m afraid they ruined it 
negative,Will keep this brief food was terrible and the landlady was very rude and in your face never again 
negative,I am not one to usually write reviews feedback however my experience food wise was so poor that i was prompted to do so This review was meant for the Tastecard website as i am a member however unfortunately they proof read all reviews to ensure they are only positive Therefore not giving a true and honest reflection of an establishment and are only to serve themselves and it s members but that s business hey Moving swiftly on Hardly anything from this establishment was authentic American food from what i had sampled between a few people attending with me Put simply this is a poor attempt at American food from Greek owners which feel the need to add a Greek twist to food which should not be tampered with Pretty much all the food was bland and flavourless that included the jalape€¤os which was a first for me  I personally believe that is due to poor quality of ingredients across the menu as well a lack of knowledge for something as simple as American food What ever you do stay away from the chilli dog you have been warned  I had the frankfurter and it was a throw back to school dinners and when food standards were at a very low It consisted of mechanically separated meat with some kind of Mediterranean meat mixture which i refuse to call chilli as it was far from No heat no flavour all sitting on an over cooked hot dog bun not pleasant in the slightest The inferno chicken wings was in fact just chicken wings tossed in sweet chilli sauce A lot of false advertisement When highlighted to the waitress she was clueless not sure if that was just for the issue of the wings or something more general to her persona  On the up side the ribs were not to bad and the service was just about acceptable then again it was pretty much empty Had it not been for hunger pains and my stomach having an aggressive conversation with me i would had ditched my meal after the first bite and in hindsight should had yes i live a life of regrets this was definitely one of them  One of the main from the many questions i left with from this place was why on earth is everything garnished with coriander That truly is a riddle for me maybe it is a new American thing i do not know about As i have never seen that in all my years Probably that Greek twist i mentioned previously there should be rules in fact laws against such acts Summing up if you are after real American food hit one of the well known chains i e TGI s or even Mc Donald s or Burger King yes  they even do it better even from that lower end  or just anywhere with half decent food this place is not even worth it with 50 off with Tastecard Well and truly Avoid Don t just take my word everyone else on here has got it spot on Just goes to show anyone thinking about opening up a restaurant should have faith and this place should be their Mecca that you can make it If these guys can open and somehow remain opened surely anyone one Thought I d leave on a positive note for all you budding entrepreneurs 
negative, Every Monday myself and my Fiancee eat out usually but not always at Nandos This week as a perk my company gave me a free trial of Tastecard which gives amazing discounts at restaurants Looking at the list of participating restaurants I noticed that Tarrantinos gave a 50 discount to cardholders so I booked  When we arrived only 2 other tables were taken which should have rang alarm bells For Starters we ordered Sardines and Ribs respectively Both were ok if nothing special although the ribs were absolutely smothered in barbecue sauce By this time we were the only diners left  The problem came in the shape of our main course 2 lasagnes  Both were burnt a little on top which I could have forgiven but the pasta and cheese were like rubber and shockingly for a supposed authentic Italian restaurant the taste was totally bland we ended up leaving most of it and even now several hours later I m still feeling bloated My fianc€÷e swears that these were leftover from lunchtime or even yesterday and unfortunately I think she could be right Thankfully the Tastcard discount of 18 reduced our bill to 24 because if I begrudged paying 24 I would have thrown my toys out of the pram big time if I had got a bill for 42  I won t be going back to Tarrantinos anytime soon 
negative, What s the world coming to when the humble burger can command such ridiculous prices Fans of this place must have been raised on Pot Noodles and Monster Munch if they think this is good food What a joke 
negative, Went here with a group of friends on our lunch break with limited time the service was very slow and we had to try get someone s attention more than once for the bill The menu is very limited the salads that we ordered we very very plain as was the fish pie tasteless and bland If your after lunch I would to any of the other great places in soho 
negative, What a dump Not clean not tidy no menus on tables not much choice 30 minute wait for food There wasn t a single good thing about this place 
negative,i had booked a meal here for family we were meeting sunday night by chance we called in on thursday night for a cocktail so glad i did not a place to sit down and talk at a meal dim lights loud awful music and brash staff overprice drinks with a 12 5 service charge stay well clear shocked this was part of the hilton 
negative,If you are planning to attend a performance at Nottingham Playhouse for goodness sake don t eat in their Cast restaurant beforehand We were a party of 24 and all the booking arrangements and menu choices had been notified in advance Most of us arrived at 6 00 pm as requested one small group being perhaps five minutes late When the starters had not arrived 50 minutes later I spoke to the Duty Manager and insisted that these should be served They did then arrive but there was no sign of our main courses until we had made a further protest These were served at 7 20 80 minutes after our arrival and because the performance time was fast approaching we had to rush our food and did not have time to enjoy it properly Indeed several of our party had to leave their portions unfinished in order to move into the theatre before curtain up We had no time to use the conveniences or purchase a programme and the enjoyment of the evening was significantly diminished Eventually we were served our puddings in the interval at 9 15  The Duty Manager could not seem to offer any excuse or explanation and it was not as if many other customers were in the restaurant hardly surprising  I have pointed out to the Playhouse that our society makes an annual theatre visit and that the income from the group would have been nearly 1000 One would have thought that the theatre would have been glad of this revenue and would seek to ensure that we returned in a future year This will certainly not be the case 
negative, Arrived at 7 45pm by 10 10pm only the starter had arrived Chicken Jalfrezi was like chicken in tomato sauce Drink service was slow and even though we had pre ordered the food we had to order twice more before it eventually arrived We won t be going there again On the positive side the Elvis singer was a good laugh and he made the night more bearable 
negative,Been visiting this place for many years Just come back from the worst meal either of us have ever had Both had the roast - which we seem to think was this frozen sliced stuff Potatoes also frozen and vegetables hard and cold Portions much smaller than usual No staff around to mention anything to - when we left three of them were stood around the bar and not even so much as a goodbye or thank you Tables next to us were also left with plates on with large amounts of food on Won t be back despite their e-mails regarding your wonderful new menu Very very disappointed 
negative, We have been going to this restaurant for years but there has been a recent gap of about 18 months - what a decline in food quality - service is still OK though We ordered a bottle of wine which they did not have - a mid price red - next step up was almost 10 more is this a ploy to make you spend more to get a decent red over 12 ABV I ordered a sirloin with peppercorn sauce which used to be excellent - 15 mins later advised no sirloin but they did have fillet  is there a theme developing here  My wife ordered the avocado dish as a starter - it was top of the specials board 20 mins later advised they had run out What is going on I had the smoked fish platter - they used to do a very similar platter which was excellent This had an odour of dirty damp carpets was tasteless and served with what might once have been tartare sauce and what I think was a Marie rose sauce - it had gone pale brown and turned in to a gloopy jelly like substance The pizza was OK - the medium rare filet steak was almost well done - the potatoes that came with it were hard and very much undercooked We did not stay for desert The staff knew it was a car crash and took 20 of the bill without being asked - so they clearly know how bad the food was The chef sits on the bottom of the stairs to the toilet and smokes inside the building This used to be such a great good value restaurant in the heart of London and could be again with a bit of attention and some basic discipline - We won t be going back to see if it improves 
negative, My partner and I decided to try Chianti having heard a good review from family and thought we would give it a go   On arrival on a dark Sunday afternoon we drove round to the rear of the restaurant to park the car There were no lights on the car park and the restaurant is not in one of the better areas of Bolton shall we say On leaving the car the lights were on obviously in the eatery and all looked rather promising  Having not booked we expected to be offered a table when one came available - the place was less than half full and tables were emptying as we entered - but we were not even offered to be able to wait The time was around 5 30PM and we were asked to come back at 8PM for a table Now call me old fashioned but businesses - especially new ones -should always welcome new customers not turn them away  We turned around and went over the hill into Horwich to one of our regular late Sunday afternoon restaurants that made us instantly welcome even though they had fewer tables available  Not a very good way to treatment customers and as I and my family are the type as many are last minute people we will not be trying this place out in the near future  Go over the hill to Horwich for good food great service and welcoming staff 
negative,We went to Musa for afternoon tea The service was appalling The staff at the counter could have not be more rude and inefficient We had to wait almost half an hour despite being one of only two tables there Then ten more minutes for a fork and napkin which should have been given to us when serving cakes All the tables around us were cluttered with dirty crockery whilst a waiter and waitress were chatting by the coffee machine We shall not stop at the cafe next time we visit Firstsite It s an insult to such a beautiful gallery 
negative, First impression from staff greeting us was that it was a bit of an imposition for us to ask for a table as we had not pre-booked A filthy sticky table was found facing a wall not conducive to a pleasant dining experience Other tables were available throughout perhaps we should have been less British and demanded a better table The food arrived overcooked The Medium rare steak arrived well done this was only the second time I have ever sent food back the replacement steak should have perhaps been the third but hunger overtook We were asked for our dessert order but asked for a couple of minutes more which was our mistake as despite waiting a further 15 - 20 minutes and the trying to catch the waiters eye we eventually gave up settled our bill at the bar and went to McDonalds for dessert instead speaks for itself really  Not all of the staff were dreadful there was one exception a lady who we took to be the manageress She was very polite seemed to care about the customers offered a free dessert or a pint as compensation for the poorly cooked steak Unfortunately 1 good apple doesn t make up for the remainder of the staff and the experience 
negative, Where does one start My first visit here On arrival a large queue for drinks most delayed by cocktail making far too few bar staff no idea of surge capacity - perhaps a shock to have several customers on a Thursday at 1900 When I did reach the front customers arriving later were offered bar service first even though it was obvious I had been waiting some time and there was no apology or recognition of a delay The staff could hardly be described as welcoming Either I was temporarily invisible or the bar staff found it more convenient to serve someone else Certainly these comments are not one-off  as recent reviewers have also reported Turning to the food this was over half an hour late from the booking time warm at best Did not consider it worth a further wait to ask for it to be heated again and one would suspect the reason for the delay is a commercial one - so that more money can be spent at the bar I ate one main course - I was hungry by his time but after this still needed food at home later The salad was very much weighted for cheap ingredients apart from a few too few pieces of Avocado on top The turkey tasted like it had been reconstituted with a striped grill effect not at all appetising This establishment appears to have taken at best a short-term view of customer service and has no concept of effective time management I would not recommend this for anything other than the two for one cocktails which did appear to offer value for money although in the interests of time I did not partake I would not recommend the food A Michelin star is a long way away not that this would be their target and as other correspondents have reported there are far more establishments offering better overall value for money nearby Several of my co-diners also found it difficult to digest their entire plate of food as for example burgers were less than hot  Finally reflecting the title of this summary what on earth is the incentive to return 
negative, The bar staff are only interested in one thing here and that`s looking busy or just standing around making excuses not to serve you  I am busy  when they are clearly not appears to be the In  statement I could add a lot more to this like food served on cold plates people ordering coffee being more of a priority but there is no point as I have decided never to visit there again I shall go elsewhere and get treated like a customer and not just an interuption 
negative, Not sure what was going on at this place - we stopped by when staying at Dunsandles and were not impressed It has been recommended by the owners and well we were sorry to have listened to his advice The food was as if it was out of tins or a microwave 
negative, My elderly parents went to the New Brighton La Tasca tonight to celebrate my mothers 68th birthday they are both in bad health and do not get out much After waiting 20 minutes for any service my mother went to find a member of staff so they could order a drink A spanish waiter arrived and told them that they only had one type of beer on and when they asked if there was no other lager they were told to go somewhere else This upset my mother so much she had to come home and it has thoroughly spoilt her whole birthday At her age she will not have many birthdays left and this one was ruined by a very rude member of staff I could appreciate that they were busy and could be excused for the delay in table service but not for the lack of customer service or for the rude attitude I have taught licensing law for the past 15 years so i understand the trade and the pressure of a busy service but this behaviour is unacceptable please could something be done so that somebody else s celebration will not be ruined by rude staff 
negative, WE went to the Argosy with our son and daughter in law for a meal and a catch up which should have been an enjoyable experience My son and I ordered a half a chicken with barbecue sauce which came with chips and coleslaw - when the chicken arrived it looked like roadkill - almost like a pancake and certainly unrecognisable as half a chicken in any way shape or form I suppose the barbeque sauce was o k  but the meagre portion of chips was a disgrace My wife had a vegetarian curry this appeared to be nearly all hard cauliflower and was served in an oblong white enamel dish although the poppadums were nice and crispy - the bhagees were practically tiny scraps Even one of the servers dropped one of the meals on the floor which meant we had to let our meals go cold whils a fresh meal was prepared to replace the dropped one I certainly would not advise anyone to eat there if they wanted a decent quality meal I certainly will not step across their door again  Only one word for the experience disgusting  
negative, Arrived on Saturday around 18 30 with only 7 other cars in the car park plenty of space for us to park as all other pubs nearby on that main road seemed to be with busy car parks Maybe that should have told us something No one was stood at the bar but us the barman just looked at us and did nt speak we asked a young waitress for a table for two she said they was fully booked The place was not even quarter full Not all tables had reserved on them This is just a place who only want locals in and we noticed when passing earlier in the day they appeared to be of the retirement generation in suits and ties Be careful when leaving the car park its a bit of a blind spot diificult to see on-coming fast traffic from both directions 
negative, After complaining about Sea Food platter I was delighted NOT to receive a 46 service charge for a meal for 6 Food rating poor  Toilets upstairs in need of cleaning and modernising Didn t pay service charge and will never eat there again  
negative, Having known and visited this restaurant for more than 20 years mostly enjoying our meals it has now become very unreliable The last few visits have each been worse than the previous culminating in this evenings terrible dinner  Lobster their speciality not freshly cooked as it arrived within 10 minutes of ordering and was dry and flavourless  Fries were cold and had to be replaced Salad limp and without proper dressing Beer was their own brew and instantly made me feel ill  All in all a rotten experience and after literally dozens of visits I m not ever going back Shame as this was one of the best and was in my opinion an iconic restaurant serving the best ribs and sea food New owner maybe 
negative, I am always confused when you arrive at a restaurant that is about 5 full to be told there are no tables because they are all reserved At best this means the duty manager hasn t a clue about how to run a profitable shift at worst it implies you should go somewhere else The message tonight carried both those meanings and I wish we had heeded the warning signs Alas we sat at the unwiped tables in the bar canteen area and ate poorly presented average meals that make the offer at your local Wetherspoon simply astonishing by comparison Albeit the children s meal deals represent reasonable value As for the food the steak was cooked to spec but let down by overcooked chips soggy onion rings and the decision to serve it in a pasta bowl steak must always be served on a plate large enough for it to sit properly  The chicken burger bun was a breakfast bap and the cos lettuce plain wrong  Other than the lack of welcome from the host duty manager the staff were friendly The barman was accommodating when I asked him to remove the sparkler from the ale the selection Greene King IPA and a rebadged version of the same was as poor as ever at these types of GK owned places   With a destination diner the welcome is everything and when that is poor then the shortcomings in the food quality and cleanliness can be as stark as the lighting in the bar area  Unsurprisingly about 95 of the tables remained as empty when we left as they were when we arrived and the statement that all tables were reserved is not something I suspect to be the case at this disappointing pub in future  Not worth stopping off for go into Stratford would not go back or recommend at all 
negative, First time we ve eaten here and was sadly disappointed Nice location sat outside enjoying the rare sunshine I ordered the calamari to start with a mushroom risotto as a main and my wife a straightforward spicy pizza Unfortunately my calamari basically tasted of flour and the risotto was undercooked to the point I couldn t eat it after few mouthfuls They took it back and offered a different choice but we decided to instead share the pizza This turned out to be very doughy and lacking in flavour They took the risotto off the bill which was fair enough but personally I rather pay and eat decent food Not sure we ll try the place again 
negative, This is the second review for this place and was hoping to give a better one  we got a cheese panini - what we actually got was a crunchy bread very very crunchy not enjoyable at all with tomato and a splash of cheese    i know its cheap but i found it cold and inadequate  you complain and get sorry no customer service and miserable faces   breakfasts are good but dinners not so   
negative, We decided to book the Plough and Harrow for a family meal on a Sunday evening When we arrived i was quite surprised to see a big banner with the word Passion written on it we passed the kitchen door and looked in to see a tray of chips on the floor Our table was ready and we ordered drinks and also our food What a disappointment The food was terrible I had garlic bread which tasted of mould and my pasta had no sauce Chips were in short supply with adults receiving between 4 and 8 chips We were told we had to leave at 9 p m as they had a rule that it was adults only after that but did not tell us this when we booked the table so two people had to leave without finishing their meals or drinks As we were the only people in the pub it seems quite unlikely they were expecting a last minute rush We would never return 
negative, I recently went to the Kitchen and Pantry for a quick lunch during a Portobello Rd shopping trip we choose this place because it looked nice enough and the prices seemed ok  But even considering the reasonable prices for food drinks are expensive the quality was really disappointing We both had jacket potatoes and my girlfriend s mixed veg and cheese looked worse than an 90 s school dinner The veg in particular seemed to have been dumped straight out of a mixed frozen veg pack and microwaved for a good hour to make sure all the nutrients and flavor had been exterminated Unfortunately the veg must have taken up all the mircowave space because my chilli con carne version was stone cold and pretty much tasteless even when returned hot  Service was slow and while some of the staff were lovely others looked less than pleased to be interacting with customers  Even ordering at the front desk felt like a military operation - In particular when I asked for sweet potato jackets I was told they had just run out but when my girlfriend s lunch arrived a normal potato I was told they had just run out of normal potatoes so would I mind having a sweet potato  So we took it in turns to eat lunch because of the delay to my meal  Portobello Rd has loads of cafes and street food stalls I d recommend trying any of them before this place 
negative, Went for lunch - looked really good nice menu Had to sit inside due to the amount of people smoking outside  Found a table we liked then had to search for a menu Chose our meal went to the bar to order it and was totally ignored for 10 minutes With several people serving we thought it should be quick Wrong Others came came in got served ordered there food and left  I can only imagine that this a general way of treating people and that their food is a similar low standard  
negative, Stayed at the Red Dragon for 2 nights Room was small basic but adequate No shower & no curtain on the bathroom window which was not frosted glass so it was open viewing to the building opposite across the narrow street Decided to use the communal bath shower room but shower did not work & no curtain on that window either We decided to have our evening meal here on the 1st night as the bar area looked very nice & oldey worldy We ordered the Cock & Bull The presentation was not very good when it arrived meat was tough & had little taste so when asked how our meal was we said that it was not satisfactory & so had a refund on only one of the meals  At the end of our stay & when paying the final bill we noticed we had been charged for 4 breakfasts for the 2 nights we stayed even though we did not request them and on their sales card it stated that without breakfast the bill would be reduced by 5 per person for each nights stay We were not asked about this during our stay and things were not made clear to us I got the impression it was because we complained about the previous evenings meal 
negative, I would strongly not recommend this place to eat with friends family or business associates  The service is pitiful staff unobservant and there are a plethora of other places that are better We were handed menus over the bar having asked if we could eat even though e had booked a table The service was slow and the pub was not even busy In addition to this we had to continually get up and ask the staff to stop talking as we were needing service - we were then told that there was an issue with the rota and that this is very important - i suppose this was more important than paying customers Please if nothing else take heed of the advice of not eating here - there are as I say numerous other establishments where you will receive a warm welcome and better service 
negative, We ate here as a family group of 11 and we BOOKED for Sunday roast Firstly I can t really comment on the service as we hardly had any we constantly had to keep going to the bar to ask for the next course sauces and cutlery The food was disgusting cold gravy no roast potatoes roast parsnips cooked so hard they were tasteless and unedable vegtables either uncooked over cooked or cold Excuses included none left but we booked  all gone but we cooked  we mixed the roasties in with the other veg why And I only started here today  the cook  Total joke except the price basically I would certainly never go again and I can see why other reviewers arn t happy 
negative, This is quite possibly the worst service I have ever received in a restaurant The food was not at all Indian and the wait staff rude 
negative, really not for the faint hearted The food is dreadful and the kitchen looks suspect There must be more e factors in their sauces plus sugar and salt that are really really bad for you Shame the village needs a good chinese 
negative, I had been a longtime customer at this takeaway but since the owner has taken charge recently the quality and service has taken a dive  I used to rave about this place for its quality and service and visit twice a week but since the owner has returned and brought a new cook  not chef and let the experienced staff go it has fallen flat  I have tried it twice in two months and it is disgusting The customer service has fallen the quality has gone and it tastes like a water based curry made with cheep curry powder not fresh spices and ingredients  The prices have gone up and everything else has gone down Sadly another case of a greedy owner trying to sell poor quality products at premium prices  I shall never return again and strongly advise you not to go either as you will be disappointed 
negative, Started well got seated then ordered 2 course Sunday Lunch 1st course took an hour to arrive Patte come with bread should be toast but hey ho Next course arrived in 30 mins yorkshire pudding still frozen at the bottom Food luke warm Plate freezing cold Tried to get the attention of staff but no one to be seen afte 15 mins gave up Nibbled at the veg Then waited and waited and waited and waited to pay so we walked to the desk range the bell after 5 min a human being Amazing then to be told we do not take card payments It 2016 not 1900 s So paid cash can we have a receipt Well what a palaver we do not have a receipts and he dissapeared 5 mins later a bit of paper with a vat number on Not very 20th Century Unbelievable Safe to say we wont be back again 
negative, the price of drink in this bar is OTT mixers are flat and very over price like the drink staff not very nice or helpfully food over price and not good very limited also not clean wc or bar i have email my office not to us this bar 
negative, My first and last visit From start to finish the service was awful We arrived promptly for 3pm on Mothers Day and were left waiting for ages to be shown to our pre- booked table We ordered our mail meal at 3 10 which arrived just before 4pm I had the roast beef dinner I needed a magnifying glass to find the roast potatoes In fairness the unfriendly waitress did get me some more The roast beef was just awful and cold A number of drinks were put on our meal which we didn t have and to top it all we were asked to pay 30 service charge We were then invited to leave at 5 15pm as the table was booked for another family Try this establishment if you wish but nothing would entice me to go back there again 
negative, Me and my girlfriend came to Stratford Upon Avon for the afternoon Having been here to the Pen and Parchment before we thought why not This score is no way a reflection on the waitresses who served us They were friendly It was everything else that helped in scoring this establishment so low It took about 30 minutes to receive our meals Whilst my girlfriend was ok with her meal and her words tastes a bit better than Wetherspoons  I received a fish an chips that looked like it was a reject from a previous customer a couple of days ago The batter was more of a dark brown with a slight greyish tint to it and the fish looked quite shrivelled Whilst ordering our food we also ordered a dessert each We was told that they would bring them out as soon as we ve finished our meals 20 minutes after finishing our meals and numerous waitresses walking past I went and enquired about the desserts To my delight I had Mr Grumpy telling me that it s been a busy afternoon lots of people have been in and it will be a 6 minute wait  A further 20 minutes had passed from that point This time my girlfriend enquired about the desserts to which we were told that it should be out shortly Having waited a further 5 minutes a waitress came out and asked what desserts we ordered as they had lost our ticket At this point which I can t believe we waited so long for what probably would have been below mediocre fudge cake we decided to leave it and get the money back for the desserts I understand at busy times it may be a bit longer to get food but a business should always be ready On a side note we decided to sit outside due to the indoors being quite crowded Half of the tables had parasols and the other half were left to face the sun We ended up with a table that didn t help the shrivelled fish Either every table has a parasol or no table does Make up your mind The slow service and the mis-management of staff who were running around without a clue and the poor quality of food or lack of food in one case especially for the price we paid is in my opinion the scoring of one star is totally justified  Take our advice and avoid 
negative, The sign says when entering please wait to be seated so we waited and waited despite three members of staff chatting away in the kitchen doing nothing  Most tables were taken so it was as if they did not want us there So we left and went across the road to Trinity House Coffee Shop who were excellent This was our first visit to Axminster and will not bother with River Cottage if we ever pass through again 
negative, 12 5  discretional service fees will be charged cannot be deleted The manager said Don t come if you don t want to pay the service fees  
negative, A very disappointing Sunday lunch with ten members of our family to celebrate a birthday The so called roast was abysmal and to use deep fried potatoes and call them roasties was a laugh There was a 40 minute gap between starters and main courses It will be a long time or even never before our families visit the Crewe Arms at Hinton in Hedges again PS don t take the children because there was no children s menu 
negative, I came here for breakfast with uni friends but we were left disappointed  Very cramped and food tasted cheap  I ordered breakfast which came with chips which tasted as though it was refried  Sausages were nice though  My tea was so weak and far too milky but I guess I m a picky when it comes to tea 
negative, Me and my girlfriend have been here twice Our first time was really nice with delicious food and we advised people to check it out My last visit sadly left me visiting the hospital with a severe case of food poisoning The food did not taste quite as good as the first time and the waitresses were just wandering around like head-less chickens After having our starters taken away we was asked if we would like desserts I don t know what they are doing wrong but suggest staying away until it is sorted 
